timestamp,fire_start_time,location,severity
2024-06-07 20:44:00,2024-06-07 20:41:00,"45.0231,-73.9358",low
2024-06-30 04:21:00,2024-06-30 04:13:00,"45.5643,-72.2796",high
2024-06-30 04:21:00,2024-06-09 13:06:00,"45.9860,-73.4836",low
2024-06-30 08:01:00,2024-06-30 07:59:00,"44.8655,-72.1203",low
2024-06-21 09:22:00,2024-06-21 09:21:00,"44.1086,-72.4164",low
2024-06-10 12:56:00,2024-06-10 12:48:00,"44.8575,-73.0534",medium
2024-06-10 12:56:00,2024-06-29 18:56:00,"44.0145,-73.9265",high
2024-07-01 17:25:00,2024-07-01 17:22:00,"44.7239,-73.3876",medium
2024-06-19 03:00:00,2024-06-19 02:54:00,"45.0873,-72.3959",medium
2024-06-23 20:32:00,2024-06-23 20:26:00,"44.2851,-73.9102",high
2024-06-23 20:32:00,2024-06-01 09:51:00,"44.0069,-73.2506",high
2024-06-07 15:25:00,2024-06-07 15:16:00,"44.6939,-72.6128",medium
2024-06-04 21:47:00,2024-06-04 21:39:00,"45.6333,-73.4497",low
2024-06-16 05:27:00,2024-06-16 05:23:00,"44.4840,-73.2643",medium
2024-06-16 05:27:00,2024-06-18 23:19:00,"44.7948,-73.5249",low
2024-06-08 16:15:00,2024-06-08 16:07:00,"44.9835,-72.2572",high
2024-06-16 14:07:00,2024-06-16 14:00:00,"44.5416,-73.4018",medium
2024-06-16 03:58:00,2024-06-16 03:57:00,"44.5373,-72.7361",low
2024-06-16 03:58:00,2024-06-16 03:30:00,"44.4556,-72.4331",low
2024-06-21 12:19:00,2024-06-21 12:11:00,"44.1505,-72.0821",low
2024-06-24 00:33:00,2024-06-24 00:27:00,"44.3905,-72.2001",high
2024-06-14 23:14:00,2024-06-14 23:11:00,"44.1205,-73.6811",medium
2024-06-14 23:14:00,2024-06-07 23:03:00,"44.8808,-73.3543",high
2024-06-17 17:57:00,2024-06-17 17:54:00,"44.7033,-73.8877",medium
2024-06-09 07:20:00,2024-06-09 07:18:00,"44.7886,-72.2741",high
2024-06-11 08:48:00,2024-06-11 08:40:00,"44.8141,-73.1590",medium
2024-06-11 08:48:00,2024-06-15 23:23:00,"45.4092,-73.3659",high
2024-06-17 13:05:00,2024-06-17 13:00:00,"44.5555,-72.5620",low
2024-06-04 07:55:00,2024-06-04 07:45:00,"44.3227,-73.8229",high
2024-06-23 23:37:00,2024-06-23 23:36:00,"44.5188,-73.1324",medium
2024-06-23 23:37:00,2024-06-07 05:44:00,"44.6536,-72.5066",low
2024-06-28 14:59:00,2024-06-28 14:52:00,"44.9164,-72.3410",high
2024-06-15 00:32:00,2024-06-15 00:25:00,"44.1384,-73.9734",high
2024-06-13 16:25:00,2024-06-13 16:19:00,"45.6402,-73.0105",low
2024-06-13 16:25:00,2024-06-10 21:10:00,"44.0492,-73.0012",low
2024-06-09 05:35:00,2024-06-09 05:28:00,"44.4643,-73.4178",low
2024-06-25 12:12:00,2024-06-25 12:08:00,"44.4899,-72.3531",high
2024-06-04 15:21:00,2024-06-04 15:17:00,"45.3681,-72.0137",medium
2024-06-04 15:21:00,2024-07-01 18:49:00,"45.1741,-73.4572",high
2024-06-03 06:52:00,2024-06-03 06:44:00,"45.9091,-73.5690",high
2024-06-18 21:59:00,2024-06-18 21:50:00,"45.1253,-73.6104",medium
2024-06-20 12:54:00,2024-06-20 12:49:00,"44.9119,-72.8440",medium
2024-06-20 12:54:00,2024-06-03 00:04:00,"45.3689,-72.9427",medium
2024-06-15 23:45:00,2024-06-15 23:38:00,"45.1889,-72.1858",high
2024-06-18 15:29:00,2024-06-18 15:20:00,"44.6838,-73.3904",medium
2024-06-06 06:28:00,2024-06-06 06:20:00,"45.8209,-73.8510",medium
2024-06-06 06:28:00,2024-06-11 15:26:00,"45.2137,-72.2285",medium
2024-06-21 11:39:00,2024-06-21 11:34:00,"45.6140,-72.3457",low
2024-06-11 10:37:00,2024-06-11 10:34:00,"44.0470,-72.3186",low
2024-06-21 22:50:00,2024-06-21 22:43:00,"45.8398,-72.0721",high
2024-06-21 22:50:00,2024-06-07 15:13:00,"45.9661,-72.1040",low
2024-06-08 00:54:00,2024-06-08 00:44:00,"45.6837,-73.8458",high
2024-07-01 14:57:00,2024-07-01 14:53:00,"45.2222,-73.7851",medium
2024-06-18 04:11:00,2024-06-18 04:08:00,"45.7377,-73.7185",medium
2024-06-18 04:11:00,2024-06-21 09:27:00,"44.8604,-72.2205",low
2024-06-10 13:42:00,2024-06-10 13:38:00,"45.0583,-72.0534",low
2024-06-17 17:57:00,2024-06-17 17:52:00,"45.4668,-72.6986",high
2024-06-26 03:07:00,2024-06-26 02:59:00,"44.4829,-72.6546",high
2024-06-26 03:07:00,2024-06-17 22:28:00,"45.1131,-72.7644",low
2024-06-01 02:12:00,2024-06-01 02:05:00,"44.9090,-72.8302",medium
2024-06-08 04:30:00,2024-06-08 04:28:00,"44.5944,-72.9369",high
2024-06-21 23:04:00,2024-06-21 22:59:00,"45.2716,-73.4958",low
2024-06-21 23:04:00,2024-06-08 16:39:00,"45.9894,-72.8604",high
2024-06-23 22:26:00,2024-06-23 22:24:00,"45.3758,-73.0118",high
2024-06-26 03:14:00,2024-06-26 03:06:00,"45.5215,-72.7937",low
2024-07-01 02:56:00,2024-07-01 02:49:00,"45.7812,-72.3580",low
2024-07-01 02:56:00,2024-06-04 06:15:00,"44.1274,-73.6333",low
2024-06-08 09:53:00,2024-06-08 09:48:00,"44.8568,-73.1898",low
2024-06-11 09:50:00,2024-06-11 09:44:00,"45.3417,-72.6671",high
2024-06-28 03:56:00,2024-06-28 03:53:00,"44.6205,-72.7456",low
2024-06-28 03:56:00,2024-06-12 02:05:00,"45.1688,-73.5933",medium
2024-06-04 22:24:00,2024-06-04 22:23:00,"44.3867,-72.4777",high
2024-06-30 20:16:00,2024-06-30 20:12:00,"44.8051,-72.5586",low
2024-06-22 09:44:00,2024-06-22 09:42:00,"44.8140,-72.5902",high
2024-06-22 09:44:00,2024-06-22 00:30:00,"45.5510,-73.7595",low
2024-06-22 18:20:00,2024-06-22 18:16:00,"44.7803,-73.9929",high
2024-06-06 06:36:00,2024-06-06 06:30:00,"44.4275,-72.9745",medium
2024-06-19 22:59:00,2024-06-19 22:58:00,"44.2482,-72.8319",medium
2024-06-19 22:59:00,2024-06-12 20:14:00,"44.4364,-73.6984",medium
2024-06-07 01:07:00,2024-06-07 01:02:00,"44.2182,-72.1454",low
2024-06-11 21:15:00,2024-06-11 21:07:00,"45.0897,-72.9206",high
2024-06-28 10:27:00,2024-06-28 10:18:00,"45.9398,-72.5866",medium
2024-06-28 10:27:00,2024-06-23 10:41:00,"44.5640,-72.1342",medium
2024-07-01 14:24:00,2024-07-01 14:19:00,"44.3555,-72.9623",low
2024-06-15 16:33:00,2024-06-15 16:29:00,"44.4134,-73.9745",medium
2024-06-28 14:29:00,2024-06-28 14:28:00,"44.8335,-73.6208",low
2024-06-28 14:29:00,2024-06-24 23:41:00,"45.7454,-73.8469",high
2024-06-19 22:35:00,2024-06-19 22:28:00,"45.6975,-73.5321",medium
2024-06-29 13:14:00,2024-06-29 13:10:00,"44.9772,-72.7643",low
2024-06-11 14:19:00,2024-06-11 14:17:00,"45.0196,-72.4950",low
2024-06-11 14:19:00,2024-06-24 13:21:00,"44.3726,-73.0423",medium
2024-06-25 13:53:00,2024-06-25 13:52:00,"45.2367,-72.9364",low
2024-06-09 12:01:00,2024-06-09 11:54:00,"44.1651,-72.6818",high
2024-06-26 21:14:00,2024-06-26 21:10:00,"44.8061,-72.4816",medium
2024-06-26 21:14:00,2024-06-19 00:40:00,"44.4555,-72.9760",low
2024-06-20 13:51:00,2024-06-20 13:50:00,"45.6715,-73.4152",low
2024-06-01 19:04:00,2024-06-01 19:01:00,"45.1991,-73.7886",high
2024-06-24 20:10:00,2024-06-24 20:07:00,"44.3863,-73.4977",medium
2024-06-24 20:10:00,2024-06-11 23:54:00,"45.2473,-72.8174",medium
2024-06-06 11:10:00,2024-06-06 11:08:00,"44.1425,-72.6640",high
2024-06-19 20:26:00,2024-06-19 20:23:00,"45.4582,-72.7151",low
2024-06-16 05:47:00,2024-06-16 05:41:00,"45.3991,-73.8846",high
2024-06-16 05:47:00,2024-07-01 11:48:00,"45.6689,-73.7470",medium
2024-06-24 10:22:00,2024-06-24 10:21:00,"45.2793,-72.5397",low
2024-06-10 21:06:00,2024-06-10 21:03:00,"45.0402,-73.0624",medium
2024-06-25 17:29:00,2024-06-25 17:26:00,"45.8415,-73.9317",low
2024-06-25 17:29:00,2024-06-07 04:04:00,"45.9090,-72.5673",high
2024-06-29 10:05:00,2024-06-29 09:56:00,"45.1317,-73.0608",low
2024-06-20 19:26:00,2024-06-20 19:18:00,"44.4771,-73.4028",medium
2024-06-12 21:16:00,2024-06-12 21:08:00,"45.5480,-73.3772",low
2024-06-12 21:16:00,2024-06-02 22:20:00,"44.3124,-72.8326",low
2024-06-12 01:27:00,2024-06-12 01:25:00,"44.2575,-73.9049",low
2024-06-05 06:55:00,2024-06-05 06:54:00,"45.0969,-72.7651",medium
2024-06-12 21:05:00,2024-06-12 21:03:00,"44.7415,-72.8183",medium
2024-06-12 21:05:00,2024-06-11 02:37:00,"45.1720,-72.6370",medium
2024-06-08 15:37:00,2024-06-08 15:32:00,"44.9938,-72.7723",medium
2024-06-28 17:03:00,2024-06-28 17:01:00,"45.1161,-72.2679",low
2024-06-23 12:46:00,2024-06-23 12:44:00,"45.0215,-73.3654",low
2024-06-23 12:46:00,2024-06-15 08:39:00,"45.7836,-72.0868",medium
2024-06-01 02:17:00,2024-06-01 02:12:00,"45.0680,-72.8094",high
2024-06-20 07:23:00,2024-06-20 07:18:00,"44.4671,-72.9459",high
2024-06-15 08:23:00,2024-06-15 08:21:00,"45.5288,-72.0793",high
2024-06-15 08:23:00,2024-06-28 23:39:00,"45.3874,-73.1693",medium
2024-06-12 05:08:00,2024-06-12 05:06:00,"44.3674,-73.3952",low
2024-06-25 23:48:00,2024-06-25 23:46:00,"44.3141,-73.9405",low
2024-06-14 10:53:00,2024-06-14 10:51:00,"44.6418,-72.2242",low
2024-06-14 10:53:00,2024-06-15 18:43:00,"45.9957,-72.8851",high
2024-06-28 11:31:00,2024-06-28 11:30:00,"45.7235,-72.9798",low
2024-06-08 20:02:00,2024-06-08 20:00:00,"44.8988,-72.6525",medium
2024-06-03 13:11:00,2024-06-03 13:01:00,"44.9784,-72.4452",high
2024-06-03 13:11:00,2024-06-27 10:31:00,"45.6128,-73.0345",low
2024-06-14 09:23:00,2024-06-14 09:13:00,"45.3755,-73.5881",low
2024-06-11 22:56:00,2024-06-11 22:53:00,"44.8104,-73.1094",low
2024-06-14 13:46:00,2024-06-14 13:39:00,"44.3682,-72.6182",medium
2024-06-14 13:46:00,2024-06-03 22:08:00,"44.8112,-73.3260",low
2024-07-01 15:58:00,2024-07-01 15:52:00,"44.9755,-72.4075",high
2024-06-20 03:31:00,2024-06-20 03:23:00,"44.2249,-73.2117",low
2024-06-14 21:39:00,2024-06-14 21:36:00,"45.4552,-72.2159",low
2024-06-14 21:39:00,2024-06-05 19:49:00,"44.5987,-73.2625",low
2024-06-09 06:38:00,2024-06-09 06:37:00,"45.8565,-73.9076",low
2024-06-26 12:29:00,2024-06-26 12:24:00,"44.5979,-73.3042",low
2024-06-16 21:41:00,2024-06-16 21:34:00,"45.6297,-72.1046",high
2024-06-16 21:41:00,2024-06-06 15:47:00,"44.6804,-73.2093",medium
2024-06-12 15:28:00,2024-06-12 15:18:00,"45.3277,-72.3729",high
2024-06-14 09:10:00,2024-06-14 09:09:00,"44.9979,-73.0501",medium
2024-06-02 23:32:00,2024-06-02 23:28:00,"44.2631,-73.3451",high
2024-06-02 23:32:00,2024-06-29 07:19:00,"44.3534,-73.6511",low
2024-06-12 21:30:00,2024-06-12 21:23:00,"45.1758,-72.6863",high
2024-06-27 19:07:00,2024-06-27 19:01:00,"44.8798,-72.5176",medium
2024-07-01 00:19:00,2024-07-01 00:17:00,"44.2350,-72.0292",low
2024-07-01 00:19:00,2024-06-14 14:01:00,"45.4209,-73.8676",high
2024-06-11 12:37:00,2024-06-11 12:27:00,"44.8619,-73.6496",low
2024-06-08 12:58:00,2024-06-08 12:56:00,"45.8485,-72.8256",high
2024-06-04 18:01:00,2024-06-04 17:52:00,"44.2146,-73.3042",low
2024-06-04 18:01:00,2024-06-04 00:48:00,"44.0555,-73.7022",medium
2024-06-21 05:12:00,2024-06-21 05:05:00,"45.3156,-72.9674",low
2024-06-14 14:49:00,2024-06-14 14:43:00,"45.4135,-73.0305",medium
2024-06-19 04:47:00,2024-06-19 04:41:00,"44.9074,-73.9379",medium
2024-06-19 04:47:00,2024-07-01 03:31:00,"44.4568,-73.1755",low
2024-06-11 07:51:00,2024-06-11 07:46:00,"45.8086,-72.1944",medium
2024-06-02 11:34:00,2024-06-02 11:29:00,"45.2702,-73.3878",high
2024-06-28 23:13:00,2024-06-28 23:07:00,"44.2493,-72.7924",low
2024-06-28 23:13:00,2024-06-26 00:03:00,"44.9976,-72.3999",low
2024-06-04 15:06:00,2024-06-04 15:01:00,"45.6434,-72.4001",high
2024-06-05 05:38:00,2024-06-05 05:37:00,"44.1957,-73.2635",low
2024-06-12 06:47:00,2024-06-12 06:39:00,"44.2132,-72.6511",medium
2024-06-12 06:47:00,2024-06-19 03:25:00,"45.5996,-73.6120",medium
2024-06-08 02:14:00,2024-06-08 02:04:00,"44.0703,-72.5255",medium
2024-06-22 17:29:00,2024-06-22 17:19:00,"44.1205,-73.9962",low
2024-06-29 06:24:00,2024-06-29 06:15:00,"45.3663,-72.9802",low
2024-06-29 06:24:00,2024-06-18 21:48:00,"44.4839,-73.5404",high
2024-06-10 12:01:00,2024-06-10 11:57:00,"45.1036,-73.2918",low
2024-07-01 07:01:00,2024-07-01 06:58:00,"44.6174,-72.7298",high
2024-06-11 03:51:00,2024-06-11 03:42:00,"44.7112,-73.4426",high
2024-06-11 03:51:00,2024-06-09 04:08:00,"45.6481,-72.8832",low
2024-06-05 12:25:00,2024-06-05 12:16:00,"45.5459,-73.7487",high
2024-06-14 06:21:00,2024-06-14 06:16:00,"44.9036,-73.5719",medium
2024-06-12 09:29:00,2024-06-12 09:28:00,"44.7852,-73.2837",low
2024-06-12 09:29:00,2024-06-03 04:24:00,"45.8511,-73.9761",medium
2024-06-15 11:37:00,2024-06-15 11:36:00,"45.2402,-73.8653",high
2024-06-06 22:29:00,2024-06-06 22:24:00,"45.7350,-72.5096",low
2024-06-05 22:21:00,2024-06-05 22:16:00,"45.0409,-73.2589",medium
2024-06-05 22:21:00,2024-06-27 19:11:00,"44.1082,-72.9759",low
2024-06-27 13:20:00,2024-06-27 13:17:00,"45.0942,-73.0073",low
2024-06-13 05:37:00,2024-06-13 05:29:00,"44.8182,-73.4659",medium
2024-06-11 08:31:00,2024-06-11 08:26:00,"44.7363,-73.5888",medium
2024-06-11 08:31:00,2024-06-27 10:40:00,"45.7760,-73.7130",low
2024-06-26 14:39:00,2024-06-26 14:31:00,"44.3535,-73.3118",low
2024-06-06 18:43:00,2024-06-06 18:35:00,"45.9101,-72.0951",high
2024-06-27 20:41:00,2024-06-27 20:39:00,"45.0614,-73.0178",high
2024-06-27 20:41:00,2024-06-29 04:41:00,"45.0407,-72.8871",medium
2024-06-02 21:39:00,2024-06-02 21:31:00,"45.0819,-73.1504",high
2024-06-09 07:16:00,2024-06-09 07:06:00,"45.6569,-72.5316",high
2024-06-06 06:33:00,2024-06-06 06:29:00,"45.1771,-72.9816",low
2024-06-06 06:33:00,2024-07-01 01:59:00,"45.2856,-72.1537",low
2024-06-22 14:00:00,2024-06-22 13:53:00,"44.3847,-73.7282",low
2024-06-09 07:38:00,2024-06-09 07:30:00,"44.3106,-73.8694",low
2024-06-21 02:34:00,2024-06-21 02:25:00,"44.4254,-73.5207",high
2024-06-21 02:34:00,2024-06-17 23:12:00,"45.1643,-72.2643",medium
2024-06-19 15:48:00,2024-06-19 15:44:00,"45.8999,-73.7048",high
2024-06-02 23:45:00,2024-06-02 23:39:00,"44.5531,-73.6650",high
2024-06-09 19:09:00,2024-06-09 19:04:00,"45.1277,-72.5012",medium
2024-06-09 19:09:00,2024-06-20 11:28:00,"45.3557,-72.0196",high
2024-06-13 01:16:00,2024-06-13 01:12:00,"45.0547,-73.9385",high
2024-06-03 17:55:00,2024-06-03 17:54:00,"45.9160,-72.6049",low
2024-06-20 11:56:00,2024-06-20 11:51:00,"44.8102,-73.9267",low
2024-06-20 11:56:00,2024-06-17 21:43:00,"45.8531,-72.4885",low
2024-06-12 20:40:00,2024-06-12 20:32:00,"44.6221,-72.4631",low
2024-07-01 09:40:00,2024-07-01 09:37:00,"45.8522,-73.8921",high
2024-06-02 13:31:00,2024-06-02 13:24:00,"45.0121,-73.8897",high
2024-06-02 13:31:00,2024-06-23 15:39:00,"45.4320,-73.9000",medium
2024-06-15 08:26:00,2024-06-15 08:19:00,"44.7177,-73.6574",medium
2024-06-06 13:42:00,2024-06-06 13:37:00,"45.2847,-72.3304",medium
2024-06-13 03:56:00,2024-06-13 03:46:00,"45.4246,-73.7118",high
2024-06-13 03:56:00,2024-06-06 12:23:00,"44.9904,-72.6640",high
2024-06-20 00:23:00,2024-06-20 00:17:00,"45.4952,-72.5955",low
2024-06-29 21:22:00,2024-06-29 21:18:00,"44.4446,-73.6285",medium
2024-06-20 10:53:00,2024-06-20 10:44:00,"45.5414,-72.9231",high
2024-06-20 10:53:00,2024-06-21 11:44:00,"44.5243,-72.1236",medium
2024-06-26 14:55:00,2024-06-26 14:52:00,"45.4954,-73.4623",medium
2024-06-02 11:15:00,2024-06-02 11:13:00,"44.6054,-73.0004",medium
2024-06-15 19:22:00,2024-06-15 19:17:00,"45.9170,-72.1355",high
2024-06-15 19:22:00,2024-06-24 15:30:00,"44.9782,-72.9121",low
2024-06-11 21:25:00,2024-06-11 21:22:00,"44.2779,-73.9938",high
2024-06-15 20:39:00,2024-06-15 20:37:00,"45.8018,-72.2752",low
2024-06-25 16:15:00,2024-06-25 16:05:00,"44.8330,-72.8435",medium
2024-06-25 16:15:00,2024-06-09 23:14:00,"44.5944,-72.2107",low
2024-06-09 01:43:00,2024-06-09 01:40:00,"44.0990,-73.7130",high
2024-06-28 13:00:00,2024-06-28 12:59:00,"44.1262,-73.7734",medium
2024-06-15 03:25:00,2024-06-15 03:17:00,"45.8403,-73.8548",high
2024-06-15 03:25:00,2024-06-01 14:06:00,"45.4090,-72.5118",low
2024-06-26 12:32:00,2024-06-26 12:30:00,"45.3445,-72.1704",high
2024-06-22 18:26:00,2024-06-22 18:25:00,"44.6639,-72.2321",low
2024-06-15 06:14:00,2024-06-15 06:06:00,"45.4538,-72.1229",high
2024-06-15 06:14:00,2024-06-22 18:28:00,"45.7554,-73.1047",medium
2024-06-25 19:19:00,2024-06-25 19:17:00,"45.9220,-72.7093",medium
2024-06-21 12:17:00,2024-06-21 12:15:00,"44.0528,-73.9741",low
2024-06-23 08:38:00,2024-06-23 08:34:00,"44.7315,-73.7924",high
2024-06-23 08:38:00,2024-06-15 05:04:00,"44.9208,-73.2718",medium
2024-06-20 03:18:00,2024-06-20 03:15:00,"44.2104,-72.4795",medium
2024-06-02 17:10:00,2024-06-02 17:03:00,"45.9153,-73.4956",medium
2024-06-22 16:55:00,2024-06-22 16:52:00,"44.5856,-73.9356",high
2024-06-22 16:55:00,2024-06-24 23:14:00,"45.9295,-73.6884",high
2024-06-30 15:54:00,2024-06-30 15:48:00,"45.5263,-73.0410",medium
2024-06-11 16:50:00,2024-06-11 16:47:00,"45.3997,-72.0996",high
2024-06-01 20:54:00,2024-06-01 20:46:00,"44.1364,-72.7619",high
2024-06-01 20:54:00,2024-06-13 15:07:00,"44.8343,-73.0768",medium
2024-06-03 01:00:00,2024-06-03 00:50:00,"44.4070,-72.7805",low
2024-06-20 21:00:00,2024-06-20 20:53:00,"45.7294,-72.9997",high
2024-06-11 03:04:00,2024-06-11 03:02:00,"44.5446,-72.3950",low
2024-06-11 03:04:00,2024-06-24 06:17:00,"44.8353,-72.3494",medium
2024-06-23 00:23:00,2024-06-23 00:21:00,"45.7033,-72.0437",high
2024-06-04 08:54:00,2024-06-04 08:46:00,"45.3461,-73.6259",high
2024-06-21 03:41:00,2024-06-21 03:32:00,"44.9642,-72.9272",low
2024-06-21 03:41:00,2024-06-21 14:38:00,"44.3496,-72.4028",medium
2024-06-08 19:14:00,2024-06-08 19:08:00,"44.1736,-73.0370",medium
2024-06-05 06:16:00,2024-06-05 06:15:00,"44.6565,-72.2263",medium
2024-06-06 15:37:00,2024-06-06 15:29:00,"44.4959,-72.1186",low
2024-06-06 15:37:00,2024-06-06 15:57:00,"44.8992,-72.5088",high
2024-06-12 05:14:00,2024-06-12 05:04:00,"45.3382,-72.0840",high
2024-06-21 21:48:00,2024-06-21 21:45:00,"44.9211,-72.9354",high
2024-06-28 16:57:00,2024-06-28 16:54:00,"45.5767,-72.2586",medium
2024-06-28 16:57:00,2024-06-07 09:25:00,"45.6564,-72.9056",low
2024-06-17 00:04:00,2024-06-17 00:03:00,"44.1986,-72.0867",medium
2024-06-14 15:50:00,2024-06-14 15:45:00,"44.0583,-73.6567",medium
2024-06-04 15:51:00,2024-06-04 15:45:00,"44.1212,-72.9581",low
2024-06-04 15:51:00,2024-06-02 21:47:00,"45.2566,-73.9661",medium
2024-06-25 20:05:00,2024-06-25 20:03:00,"45.3475,-73.5262",high
2024-06-28 15:53:00,2024-06-28 15:47:00,"45.7972,-72.0575",high
2024-06-04 05:36:00,2024-06-04 05:31:00,"44.9965,-73.2836",medium
2024-06-04 05:36:00,2024-06-16 05:49:00,"45.0679,-72.4000",medium
2024-06-23 13:31:00,2024-06-23 13:28:00,"44.9868,-73.7845",medium
2024-06-14 20:59:00,2024-06-14 20:56:00,"44.9302,-73.1067",low
2024-06-12 11:03:00,2024-06-12 10:57:00,"44.5858,-73.2882",low
2024-06-12 11:03:00,2024-06-24 16:53:00,"45.3192,-73.5310",medium
2024-06-24 14:28:00,2024-06-24 14:27:00,"44.4874,-73.2776",low
2024-06-17 07:44:00,2024-06-17 07:41:00,"44.7125,-72.9833",medium
2024-06-10 04:28:00,2024-06-10 04:19:00,"44.7236,-73.9240",medium
2024-06-10 04:28:00,2024-06-11 04:12:00,"45.8167,-73.7951",low
2024-06-17 06:43:00,2024-06-17 06:38:00,"45.9494,-73.7245",medium
2024-06-10 02:31:00,2024-06-10 02:21:00,"45.8427,-72.0292",medium
2024-06-01 13:27:00,2024-06-01 13:17:00,"44.7921,-73.1473",low
2024-06-01 13:27:00,2024-06-03 11:35:00,"45.6570,-73.4735",low
2024-06-27 08:21:00,2024-06-27 08:17:00,"45.7409,-72.1974",high
2024-06-24 12:42:00,2024-06-24 12:40:00,"45.7282,-73.1274",medium
2024-06-20 09:47:00,2024-06-20 09:40:00,"44.8747,-73.9959",medium
2024-06-20 09:47:00,2024-06-21 03:18:00,"45.1949,-73.2510",high
2024-06-19 23:29:00,2024-06-19 23:21:00,"45.4992,-73.5640",high
2024-06-04 08:47:00,2024-06-04 08:39:00,"45.6308,-73.5389",medium
2024-06-28 22:45:00,2024-06-28 22:37:00,"45.3159,-73.6855",high
2024-06-28 22:45:00,2024-07-01 17:01:00,"45.6665,-73.0445",high
2024-06-11 18:27:00,2024-06-11 18:24:00,"44.3844,-73.0899",medium
2024-06-23 11:12:00,2024-06-23 11:08:00,"45.5841,-72.6228",high
2024-06-08 14:14:00,2024-06-08 14:08:00,"45.4069,-73.5936",high
2024-06-08 14:14:00,2024-06-13 20:39:00,"44.0655,-72.1991",high
2024-06-07 00:08:00,2024-06-07 00:02:00,"45.4436,-73.3350",high
2024-06-17 20:34:00,2024-06-17 20:27:00,"45.7450,-72.8965",medium
2024-06-27 00:24:00,2024-06-27 00:18:00,"44.3443,-72.1964",low
2024-06-27 00:24:00,2024-06-30 17:57:00,"45.3674,-72.6489",high
2024-06-29 14:14:00,2024-06-29 14:11:00,"45.2427,-72.1831",medium
2024-06-06 20:30:00,2024-06-06 20:24:00,"45.2322,-72.6282",low
2024-06-05 17:11:00,2024-06-05 17:06:00,"45.2444,-72.8371",low
2024-06-05 17:11:00,2024-06-22 14:17:00,"45.0022,-73.4537",high
2024-06-26 05:15:00,2024-06-26 05:09:00,"44.2424,-73.3133",high
2024-06-13 20:02:00,2024-06-13 19:58:00,"44.8675,-72.5061",high
2024-06-21 03:51:00,2024-06-21 03:45:00,"45.2971,-72.7638",high
2024-06-21 03:51:00,2024-06-25 07:08:00,"45.4254,-72.9939",medium
2024-06-26 04:47:00,2024-06-26 04:41:00,"45.7931,-72.2491",low
2024-06-19 06:03:00,2024-06-19 05:56:00,"45.2037,-73.8123",high
2024-06-29 19:23:00,2024-06-29 19:14:00,"45.3198,-72.8356",high
2024-06-29 19:23:00,2024-06-21 06:34:00,"44.0676,-73.3261",medium
2024-06-29 10:23:00,2024-06-29 10:14:00,"45.3927,-73.4095",medium
2024-06-08 04:28:00,2024-06-08 04:18:00,"45.4743,-73.1487",low
2024-06-14 09:53:00,2024-06-14 09:49:00,"44.1898,-72.3742",high
2024-06-14 09:53:00,2024-06-04 20:24:00,"44.0119,-72.5075",medium
2024-06-08 07:39:00,2024-06-08 07:29:00,"45.0390,-72.2619",low
2024-06-24 23:49:00,2024-06-24 23:48:00,"45.6641,-72.8122",high
2024-06-07 17:57:00,2024-06-07 17:56:00,"45.0708,-73.1318",medium
2024-06-07 17:57:00,2024-06-21 18:28:00,"44.8007,-72.1410",medium
2024-06-12 01:14:00,2024-06-12 01:07:00,"44.2118,-72.2649",medium
2024-06-14 12:50:00,2024-06-14 12:40:00,"45.7215,-73.7007",low
2024-06-14 16:13:00,2024-06-14 16:08:00,"45.3961,-72.2540",high
2024-06-14 16:13:00,2024-06-07 20:38:00,"45.5648,-73.8624",low
2024-06-29 06:36:00,2024-06-29 06:30:00,"45.3106,-73.0323",medium
2024-06-11 15:49:00,2024-06-11 15:48:00,"45.6519,-72.9362",high
2024-06-29 22:11:00,2024-06-29 22:05:00,"44.2330,-73.5838",low
2024-06-29 22:11:00,2024-06-18 15:03:00,"45.9188,-72.4307",medium
2024-06-01 06:54:00,2024-06-01 06:50:00,"45.7771,-73.1471",high
2024-06-16 04:12:00,2024-06-16 04:09:00,"45.4342,-73.4226",low
2024-06-24 12:13:00,2024-06-24 12:03:00,"45.2707,-72.7401",low
2024-06-24 12:13:00,2024-06-05 07:51:00,"44.1394,-73.5987",medium
2024-06-26 19:32:00,2024-06-26 19:29:00,"45.8987,-72.5029",high
2024-06-11 07:44:00,2024-06-11 07:40:00,"45.1834,-73.2738",low
2024-07-01 19:50:00,2024-07-01 19:46:00,"45.3060,-72.1390",high
2024-07-01 19:50:00,2024-06-27 07:14:00,"44.2994,-72.0631",high
2024-06-07 01:34:00,2024-06-07 01:30:00,"44.7919,-73.3258",low
2024-06-06 21:00:00,2024-06-06 20:51:00,"45.1823,-73.0687",low
2024-06-16 19:48:00,2024-06-16 19:42:00,"45.4503,-73.6750",medium
2024-06-16 19:48:00,2024-06-17 14:33:00,"44.2291,-72.8724",medium
2024-06-14 14:43:00,2024-06-14 14:42:00,"44.3956,-72.6104",medium
2024-06-24 07:51:00,2024-06-24 07:46:00,"44.4142,-72.0028",high
2024-06-22 13:33:00,2024-06-22 13:26:00,"45.7793,-72.5026",medium
2024-06-22 13:33:00,2024-06-04 02:14:00,"45.0278,-72.1989",high
2024-06-26 21:05:00,2024-06-26 21:01:00,"45.8459,-73.9596",low
2024-06-05 03:54:00,2024-06-05 03:47:00,"44.9434,-72.6053",low
2024-06-10 19:40:00,2024-06-10 19:30:00,"45.7004,-72.8193",high
